epoch,label,phase,pid,comm,cpu,mem,rss_kb
1783238157.273386000,copy_clean_rep3,before,97096,codex,1.2,1.8,299840
1783238157.273386000,copy_clean_rep3,before,97226,codex,0.0,0.3,48688
1783238157.440317000,copy_clean_rep3,after,512,syspolicyd,23.0,0.2,39312
1783238157.440317000,copy_clean_rep3,after,909,codex,0.0,0.0,1616
1783238157.440317000,copy_clean_rep3,after,4630,codex,0.0,0.0,640
1783238157.440317000,copy_clean_rep3,after,20460,trustd,0.0,0.0,5776
1783238157.440317000,copy_clean_rep3,after,20461,trustd,0.0,0.1,9120
1783238157.440317000,copy_clean_rep3,after,20462,trustd,0.0,0.0,3344
1783238157.440317000,copy_clean_rep3,after,22673,codex,0.0,0.0,2192
1783238157.440317000,copy_clean_rep3,after,36402,codex,0.0,0.0,672
1783238157.440317000,copy_clean_rep3,after,46907,codex,0.0,0.0,4480
1783238157.440317000,copy_clean_rep3,after,67200,codex,0.0,0.0,7744
1783238157.440317000,copy_clean_rep3,after,68417,syspolicyd,2.6,0.0,2608
1783238157.440317000,copy_clean_rep3,after,88895,trustd,0.0,0.1,14976
1783238157.440317000,copy_clean_rep3,after,89129,trustd,0.0,0.1,14512
1783238157.440317000,copy_clean_rep3,after,97096,codex,0.6,1.8,299712
1783238157.440317000,copy_clean_rep3,after,97226,codex,0.0,0.3,48512
1783238157.461394000,copy_quarantined_rep3,before,512,syspolicyd,23.0,0.2,39312
1783238157.461394000,copy_quarantined_rep3,before,909,codex,0.0,0.0,1616
1783238157.461394000,copy_quarantined_rep3,before,4630,codex,0.0,0.0,640
1783238157.461394000,copy_quarantined_rep3,before,20460,trustd,0.0,0.0,5776
1783238157.461394000,copy_quarantined_rep3,before,20461,trustd,0.0,0.1,9120
1783238157.461394000,copy_quarantined_rep3,before,20462,trustd,0.0,0.0,3344
1783238157.461394000,copy_quarantined_rep3,before,22673,codex,0.0,0.0,2192
